  6  12  2.0150  35.510  0.5500  2.068e+02  1.680e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.5600  2.193e+02  1.438e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.5710  2.362e+02  1.446e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.5820  2.610e+02  1.540e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.5930  2.721e+02  1.567e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6050  2.797e+02  1.595e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6160  2.813e+02  1.607e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6270  2.858e+02  1.590e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6380  2.969e+02  1.644e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6490  2.940e+02  1.604e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6600  3.010e+02  1.632e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6710  3.169e+02  1.743e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6820  3.205e+02  1.875e+00 Arrington:1995hs 
  6  12  2.0150  35.510  0.6930  3.310e+02  2.065e+00 Arrington:1995hs
  6  12  4.0450  15.000  0.0750  5.830e-02  4.609e-02 Arrington:1998ps 
  6  12  4.0450  15.000  0.0900  4.944e-01  1.802e-01 Arrington:1998ps 
  6  12  4.0450  15.000  0.1050  1.198e+00  3.529e-01 Arrington:1998ps 
  6  12  4.0450  15.000  0.1200  1.360e+00  4.405e-01 Arrington:1998ps 
  6  12  4.0450  15.000  0.1350  4.992e+00  9.036e-01 Arrington:1998ps 
  6  12  4.0450  15.000  0.1500  7.211e+00  1.133e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.1650  1.202e+01  1.484e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.1800  1.617e+01  1.719e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.1950  2.534e+01  2.123e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2100  3.630e+01  2.508e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2250  4.829e+01  2.859e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2400  7.150e+01  3.468e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2550  8.004e+01  3.642e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2700  1.163e+02  4.373e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.2850  1.581e+02  5.091e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3000  2.138e+02  5.922e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3150  2.819e+02  6.794e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3300  3.408e+02  7.429e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3450  4.436e+02  8.384e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3600  5.428e+02  9.065e+00 Arrington:1998ps 
  6  12  4.0450  15.000  0.3750  7.245e+02  1.080e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.3900  9.181e+02  1.230e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4050  1.095e+03  1.336e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4200  1.267e+03  1.432e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4350  1.481e+03  1.555e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4500  1.677e+03  1.643e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4650  1.840e+03  1.693e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4800  1.982e+03  1.407e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.4950  2.069e+03  1.407e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5100  2.179e+03  1.395e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5250  2.244e+03  1.391e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5400  2.274e+03  1.387e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5550  2.265e+03  1.336e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5700  2.262e+03  1.312e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.5850  2.238e+03  1.298e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6000  2.255e+03  1.308e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6150  2.242e+03  1.300e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6300  2.201e+03  1.761e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6450  2.212e+03  1.747e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6600  2.204e+03  1.719e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6750  2.248e+03  1.776e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.6900  2.239e+03  1.746e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7050  2.325e+03  1.790e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7200  2.369e+03  1.824e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7350  2.368e+03  1.823e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7500  2.383e+03  1.811e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7650  2.392e+03  1.818e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7800  2.403e+03  1.802e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.7950  2.413e+03  1.810e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8100  2.443e+03  1.808e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8250  2.449e+03  1.812e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8400  2.454e+03  1.791e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8550  2.465e+03  1.799e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8700  2.515e+03  1.811e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.8850  2.509e+03  1.806e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9000  2.476e+03  1.783e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9150  2.460e+03  1.771e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9300  2.466e+03  1.751e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9450  2.460e+03  1.747e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9600  2.485e+03  1.764e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9750  2.509e+03  1.781e+01 Arrington:1998ps 
  6  12  4.0450  15.000  0.9900  2.469e+03  1.778e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0050  2.543e+03  1.831e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0200  2.559e+03  1.842e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0350  2.583e+03  1.886e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0500  2.606e+03  1.928e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0650  2.598e+03  1.948e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0800  2.602e+03  1.978e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.0950  2.609e+03  2.035e+01 Arrington:1998ps 
  6  12  4.0450  15.000  1.1100  2.666e+03  2.106e+01 Arrington:1998ps 
  6  12  4.0450  23.000  0.2400  3.842e-04  3.037e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.2550  3.823e-04  3.022e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.2700  3.802e-04  3.006e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.2850  4.957e-04  2.755e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.3000  1.236e-03  4.099e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.3150  2.341e-03  5.508e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.3300  3.713e-03  6.891e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.3450  4.975e-03  7.965e-04 Arrington:1998ps 
  6  12  4.0450  23.000  0.3600  5.617e-03  8.465e-04 Arrington:1998ps 
